date,OTIS,dcf,Deviation
2020-03-19,45.25,,
2020-03-20,45.0,,
2020-03-23,40.0,,
2020-03-24,40.0,,
2020-03-25,41.01,,
2020-03-26,45.0,,
2020-03-27,45.24,,
2020-03-30,50.0,,
2020-03-31,50.0,49.48688524590164,0.01036870175903526
2020-04-01,46.7,46.78688524590164,-0.0018570427470215867
2020-04-02,44.0,50.10688524590164,-0.12187716749767707
2020-04-03,47.32,48.72688524590164,-0.028872874570203932
2020-04-06,45.94,47.06688524590164,-0.023942209900107314
2020-04-07,44.28,46.87688524590164,-0.055397990550762555
2020-04-08,44.09,51.92688524590164,-0.15092153532394215
2020-04-09,49.14,48.78688524590164,0.00723790322580653
2020-04-13,46.0,48.67688524590164,-0.05499294444126368
2020-04-14,45.89,47.33688524590164,-0.03056570448996554
2020-04-15,44.55,48.40688524590164,-0.0796763771581066
2020-04-16,45.62,48.93688524590164,-0.06777883858432587
2020-04-17,46.15,48.17688524590164,-0.04207173700740785
2020-04-20,45.39,48.68688524590164,-0.06771608471665713
2020-04-21,45.9,49.83688524590164,-0.07899541125968323
2020-04-22,47.05,50.25688524590164,-0.06380986864209137
2020-04-23,47.47,50.63688524590164,-0.06254107515742102
2020-04-24,47.85,51.00688524590164,-0.06189135507260357
2020-04-27,48.22,52.646885245901636,-0.08408636570282668
2020-04-28,49.86,53.93688524590164,-0.07558621947327637
2020-04-29,51.15,53.69688524590164,-0.047430781771388264
2020-04-30,50.91,52.49688524590164,-0.03022817903326036
2020-05-01,49.71,52.31688524590164,-0.049828754782488716
2020-05-04,49.53,50.87688524590164,-0.026473421857328372
2020-05-05,48.09,51.09688524590164,-0.05884674244684629
2020-05-06,48.31,54.59688524590164,-0.11515098741596375
2020-05-07,51.81,55.73688524590164,-0.07045397726437153
2020-05-08,52.95,54.59688524590164,-0.030164454226356496
2020-05-11,51.81,52.50688524590164,-0.013272264059046135
2020-05-12,49.72,50.99688524590164,-0.025038494797175015
2020-05-13,48.21,50.78688524590164,-0.05073918657198184
2020-05-14,48.0,51.67688524590164,-0.07115144862940903
2020-05-15,48.89,54.91688524590164,-0.10974557677324603
2020-05-18,52.13,55.09688524590164,-0.053848511266293864
2020-05-19,52.31,55.966885245901636,-0.06534016016496869
2020-05-20,53.18,54.81688524590164,-0.029860967812358807
2020-05-21,52.03,54.49688524590164,-0.04526653651434431
2020-05-22,51.71,53.67688524590164,-0.03664305849512406
2020-05-26,50.89,55.16688524590164,-0.07752631359986684
2020-05-27,52.38,53.74688524590164,-0.025431896930359632
2020-05-28,50.96,55.43688524590164,-0.0807564354678929
2020-05-29,52.65,56.86688524590164,-0.074153617305874
2020-06-01,54.08,56.93688524590164,-0.050176352878510966
2020-06-02,54.15,58.25688524590164,-0.07049613498158247
2020-06-03,55.47,58.18688524590164,-0.04669239871527586
2020-06-04,55.4,61.35688524590164,-0.09708584818196153
2020-06-05,58.57,61.81688524590164,-0.05252424532529976
2020-06-08,61.26,,
2020-06-09,60.65,,
2020-06-10,59.03,60.45688524590164,-0.023601699626071393
2020-06-11,56.25,,
2020-06-12,56.04,,
2020-06-15,57.67,60.63688524590164,-0.04892872108898705
2020-06-16,57.849998,59.52688524590164,-0.028170250114289197
2020-06-17,56.740002,60.27688524590164,-0.05867727291270619
2020-06-18,57.490002,59.78688524590164,-0.0384178442555525
2020-06-19,57.0,59.84688524590164,-0.04756948058707189
2020-06-22,57.060001,59.58688524590164,-0.04240671811378893
2020-06-23,56.799999,58.326885245901636,-0.026178086477006257
2020-06-24,55.540001,58.98688524590164,-0.05843475598910575
2020-06-25,56.200001,58.576885245901636,-0.040577170259627926
2020-06-26,55.790001,59.35688524590164,-0.06009217348795981
2020-06-29,56.57,59.646885245901636,-0.05158501124101944
2020-06-30,56.860001,58.56688524590164,-0.029144186834164643
2020-07-01,55.779999,59.28688524590164,-0.05915112982165083
2020-07-02,56.5,59.646885245901636,-0.052758584675934306
2020-07-06,56.860001,59.60688524590164,-0.04608333810045051
2020-07-07,56.82,59.70688524590164,-0.04835096042963982
2020-07-08,56.919998,58.896885245901636,-0.03356522569313969
2020-07-09,56.110001,59.76688524590164,-0.06118579261502344
2020-07-10,56.98,59.67688424590164,-0.045191438527336536
2020-07-13,56.889999,60.156884245901644,-0.05430609126210195
2020-07-14,57.369999,60.98688624590164,-0.05930598311443869
2020-07-15,58.200001,61.10688524590164,-0.04757048627505678
2020-07-16,58.32,61.33688424590164,-0.0491854824872886
2020-07-17,58.549999,61.346886245901636,-0.04559134810348242
2020-07-20,58.560001,61.226884245901644,-0.04355738951521382
2020-07-21,58.439999,61.26688524590164,-0.04614052492721976
2020-07-22,58.48,61.846886245901636,-0.05443905829818152
2020-07-23,59.060001,60.91688624590164,-0.03048227446173124
2020-07-24,58.130001,61.10688524590164,-0.04871602003476838
2020-07-27,58.32,63.06688424590163,-0.07526746092915004
2020-07-28,60.279999,67.08688824590165,-0.1014637796427752
2020-07-29,64.300003,66.17688424590165,-0.02836158376582798
2020-07-30,63.389999,67.14959609594095,-0.05598837989389194
2020-07-31,62.740002,67.61959309594096,-0.07216238478420933
2020-08-03,63.209999,67.01959509594096,-0.05684301867964703
2020-08-04,62.610001,67.49959409594096,-0.07243885183948084
2020-08-05,63.09,67.88959409594096,-0.07069705099662571
2020-08-06,63.48,68.81959809594096,-0.07758833593443926
2020-08-07,64.410004,69.61959309594094,-0.07482935283407566
2020-08-10,65.209999,68.77959709594096,-0.05189908412754607
2020-08-11,64.370003,69.30959609594095,-0.07126853097085406
2020-08-12,64.900002,68.40959409594096,-0.05130263002319435
2020-08-13,64.0,68.47959409594095,-0.06541502114724829
2020-08-14,64.07,68.36959309594096,-0.06288750453593417
2020-08-17,63.959999,67.85959509594096,-0.05746565523162417
2020-08-18,63.450001,67.32959209594095,-0.05762089112930835
2020-08-19,62.919998,67.37451608868925,-0.06611577117415568
2020-08-20,62.970001,68.03451608868924,-0.07444037791181146
2020-08-21,63.630001,,
